Image_No,Item_description_english,Item_description_german,"food_num","processing_num","taste_num","category_num",protein_100g,fat_100g,carbs_100g,kcal_100g,no_items_image,gramms_total,protein_total,fat_total,carbs_total,Kcal_total,red,green,blue,object size,intensity,sd,complexity,norm. Complexity,medianpower,Recognizability,Familiarity,Valence,Arousal,Complexity,Palatability,Craving,Recognizability_Omnivor_Male,Recognizability_Omnivor_Female,Recognizability_Vegetarian_Male,Recognizability_Vegetarian_Female,Familiarity_Omnivor_Male,Familiarity_Omnivor_Female,Familiarity_Vegetarian_Male,Familiarity_Vegetarian_Female,Valence_Omnivor_Male,Valence_Omnivor_Female,Valence_Vegetarian_Male,Valence_Vegetarian_Female,Arousal_Omnivor_Male,Arousal_Omnivor_Female,Arousal_Vegetarian_Male,Arousal_Vegetarian_Female,Complexity_Omnivor_Male,Complexity_Omnivor_Female,Complexity_Vegetarian_Male,Complexity_Vegetarian_Female,Palatability_Omnivor_Male,Palatability_Omnivor_Female,Palatability_Vegetarian_Male,Palatability_Vegetarian_Female,Craving_Omnivor_Male,Craving_Omnivor_Female,Craving_Vegetarian_Male,Craving_Vegetarian_Female,,,
215,cucumber and carrot,Gurke und Karotte,1,1,2,2,0.782,0.146,3.938,19.4,4,50,0.391,0.073,1.969,9.7,0.453540936,0.401045117,0.145413947,0.322577778,36.38643704,40.61149979,0.052,0.161201433,15.14847374,99.8,99.2,63.2,35.8,31.2,62.8,36.9,100.0,100.0,100.0,99.1,97.9,100.0,100.0,100.0,55.9,66.5,69.0,68.8,33.5,30.6,48.0,44.7,24.5,31.7,26.5,42.2,55.4,66.5,54.0,71.1,30.0,36.9,48.0,45.8,,,
216,nectarines,Nektarinen,1,1,,1,0.83,0.09,11.41,52,3,300,2.49,0.27,34.23,156,0.524726417,0.304668613,0.17060497,0.398792593,45.94174444,55.32413101,0.11062963,0.277411446,14.28860855,95.9,100.0,68.5,44.6,31.7,72.8,48.8,100.0,96.0,100.0,87.5,100.0,100.0,100.0,100.0,65.7,65.1,63.7,83.0,44.1,43.4,34.8,51.9,25.7,31.1,52.0,35.4,68.8,71.8,59.2,86.6,51.0,47.2,42.7,51.2,,,
217,"fruit mix: kiwi, cherries, strawberries...","Fruchtmix: Kiwi, Kirsche, Erdbeere..",1,1,1,1,1,0.45,8.56,48,8,195,1.95,0.8775,16.692,93.6,0.486760929,0.342795781,0.17044329,0.270011111,37.30597778,66.20840454,0.053814815,0.199305927,16.52782059,96.9,99.7,72.5,52.9,50.0,81.1,62.2,97.6,100.0,100.0,90.0,99.2,100.0,100.0,100.0,69.0,73.5,65.3,77.8,55.1,62.3,46.0,37.0,44.0,49.4,41.0,62.2,77.5,86.2,57.0,85.3,68.6,72.7,33.7,44.9,,,
218,"fruit mix: nectarines, raspberries, cherries ...","Fruchtmix: Nektarinen, Himbeere, Kirsche, Brombeere..",1,1,1,1,1,0.2,10.57,50,55,590,5.9,1.18,62.363,295,0.519467118,0.276588534,0.203944348,0.320414815,50.04837407,70.10414124,0.070351852,0.219564916,16.25517082,99.4,99.8,72.7,47.1,52.8,77.5,58.0,99.2,99.8,100.0,98.8,99.2,100.0,100.0,100.0,59.9,73.9,98.5,81.0,31.8,46.9,86.5,57.8,49.4,52.5,67.5,54.5,62.5,79.4,87.5,90.2,41.9,55.6,86.5,75.8,,,
219,salad plate,Salatteller,1,1,2,2,1.73,0.35,3.5,25,60,300,5.19,1.05,10.5,75,0.415138862,0.360320847,0.224540291,0.218548148,20.92170741,58.68521881,0.08062963,0.368933026,16.15158463,95.8,99.1,71.4,43.0,57.2,74.5,50.5,95.1,97.8,83.3,100.0,95.8,100.4,100.0,100.0,60.3,76.6,72.1,74.3,24.9,50.7,45.9,48.4,50.6,61.4,49.9,61.8,59.1,79.8,75.8,82.2,31.0,61.5,52.5,51.9,,,
220,"fruit plate: melon, pineapple, grapes...","Obstteller: Melone, Ananas, Trauben..",1,1,1,1,0.83,0.19,8.36,40,60,900,7.47,1.71,75.24,360,0.481662116,0.347431046,0.170906838,0.364359259,35.44533333,51.50135803,0.094111111,0.25829208,16.00219345,98.8,94.4,69.3,45.8,48.9,74.2,52.9,100.0,99.1,100.0,96.3,96.8,94.4,75.0,100.0,66.3,71.2,65.0,71.1,44.5,47.4,33.5,49.6,47.5,52.9,35.0,48.9,74.3,78.3,59.0,72.6,50.8,54.4,60.8,49.0,,,
221,oranges,Orangen,1,1,1,1,1,0.2,9.19,47,1.25,200,2,0.4,18.38,94,0.479131389,0.387782589,0.133086022,0.307177778,19.43530741,34.0530777,0.096703704,0.314813475,13.90734291,96.5,99.7,65.1,39.1,25.4,67.8,42.2,100.0,97.2,100.0,90.7,96.8,100.9,100.0,100.0,76.2,63.4,58.5,59.1,44.9,38.6,48.8,32.4,21.0,25.5,24.8,29.9,73.4,68.6,60.0,62.3,50.4,38.1,59.0,38.3,,,
222,strawberries,Erdbeeren,1,1,1,1,0.78,0.39,5.33,31,6,60,0.468,0.234,3.198,18.6,0.581149942,0.291682611,0.127167447,0.325325926,51.1327963,52.69483948,0.088240741,0.271237961,16.82339478,99.6,99.6,77.1,58.1,33.8,79.5,64.1,98.6,100.0,100.0,100.0,98.6,100.0,100.0,100.0,73.1,80.6,59.0,81.5,57.7,58.7,46.7,60.3,29.3,30.0,42.7,42.4,71.7,85.2,62.0,84.7,61.2,67.5,45.7,67.4,,,
223,wildberries mix,Waldbeerenmix,1,1,1,1,1,0.5,6,43,90,125,1.25,0.625,7.5,53.75,0.583703949,0.253953261,0.16234279,0.285137037,42.44814444,62.84970093,0.0885,0.310377077,16.34174728,96.5,96.3,73.1,51.5,50.8,75.2,58.2,99.2,96.8,100.0,91.8,90.9,97.4,100.0,100.0,70.0,69.5,82.0,82.4,56.2,41.6,68.0,62.8,52.2,52.1,30.0,51.1,78.7,69.6,80.0,82.0,68.4,52.7,68.0,55.2,,,
224,wildberries mix,Waldbeerenmix,1,1,1,1,1,0.5,6,43,70,100,1,0.5,6,43,0.496441916,0.262993629,0.240564455,0.388244444,63.21233704,67.37586975,0.107537037,0.27698281,17.5140934,99.3,100.0,78.7,51.0,53.8,80.2,57.1,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.3,80.1,79.8,82.7,54.1,50.1,54.0,48.8,54.6,49.2,59.5,58.6,74.9,81.0,79.5,83.9,58.9,60.4,31.3,58.9,,,
225,crisp read with cottage cheese,Knäckebrot mit Aufstrich,1,3,2,,12.357,0.78,23.9,154,1,28,3.45996,0.2184,6.692,43.12,0.377691579,0.378947235,0.243361186,0.29022963,30.00354815,66.27935791,0.118222222,0.407340292,16.66632462,86.9,88.6,53.7,30.9,38.4,49.5,31.1,80.3,90.5,100.0,84.1,84.8,90.7,100.0,85.7,51.2,56.4,70.5,45.8,26.6,33.1,37.5,30.3,32.4,38.4,44.8,46.1,40.8,55.3,71.5,42.0,26.8,35.5,56.0,19.3,,,
226,crisp bread,Knäckebrot,1,2,3,,12,2.5,62,350,10,200,24,5,124,700,0.379642071,0.344060047,0.276297883,0.22997037,18.59106667,60.49935532,0.083944444,0.365022869,16.46519089,89.4,91.2,46.5,27.3,24.4,39.7,21.7,99.2,83.9,100.0,81.8,91.5,87.7,100.0,98.5,46.9,44.2,41.5,54.6,24.1,25.2,39.0,37.0,23.2,23.0,38.5,26.7,37.0,38.0,39.0,51.4,27.7,18.3,13.5,22.6,,,
227,bowl of muesli (granola),Müslischüssel,1,2,1,,5,2.1,28.8,162,1,150,7.5,3.15,43.2,243,0.468432038,0.317310783,0.21425718,0.315944444,34.06531111,60.18958664,0.130092593,0.41175781,16.56046295,98.4,99.7,59.3,35.4,45.6,60.4,41.5,100.0,97.8,100.0,97.9,98.6,100.0,100.0,100.0,59.8,54.4,66.5,67.6,31.1,31.2,34.0,48.4,39.0,45.2,39.5,53.4,52.7,59.5,71.0,67.3,45.0,38.8,12.0,49.9,,,
228,bowl of salad,Salatschüssel,1,1,2,2,2.6,0.4,4,32,15,50,1.3,0.2,2,16,0.379492613,0.381324617,0.23918277,0.49652963,47.43325926,76.53295898,0.129037037,0.259877819,16.32062912,99.0,99.9,57.0,24.7,27.7,51.1,22.4,97.0,99.6,100.0,100.0,100.0,99.8,100.0,100.0,50.6,53.7,75.8,65.5,18.7,27.6,57.4,15.2,20.3,30.8,56.6,20.5,47.9,47.8,62.3,58.5,19.6,25.1,45.1,12.5,,,
229,salad plate,Salatteller,1,1,2,2,1.73,0.35,3.5,24.6,30,130,2.249,0.455,4.55,31.98,0.441516891,0.360913323,0.197569786,0.412511111,47.72884815,61.68835831,0.11237037,0.272405682,16.68791962,100.0,100.0,64.5,40.7,47.1,65.3,46.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.5,66.8,72.2,60.6,34.0,44.4,64.7,31.6,45.8,54.4,35.2,42.1,60.5,71.8,55.5,64.8,38.2,50.5,59.3,43.4,,,
230,oranges,Orangen,1,1,,1,0.72,0.14,6.62,34,8.5,1360,9.792,1.904,90.032,462.4,0.526350399,0.344243543,0.129406058,0.366133333,33.53972963,46.0137291,0.087074074,0.237820668,16.11568832,99.3,99.8,67.9,45.6,30.4,71.9,45.4,97.2,100.0,100.0,100.0,100.0,100.0,100.0,99.2,66.7,68.3,69.5,68.0,44.8,43.6,51.0,49.6,29.7,29.1,44.5,31.2,69.8,74.7,63.0,70.4,48.0,44.1,39.0,46.4,,,
231,apples,Äpfel,1,1,1,1,0.31,0.4,11.4,52,4,600,1.86,2.4,68.4,312,0.550442343,0.273227388,0.176330269,0.340225926,46.51282963,52.73082352,0.065814815,0.193444443,15.07399082,99.6,99.8,68.8,38.2,22.7,70.4,44.2,98.8,100.0,100.0,100.0,99.3,100.0,100.0,100.0,67.4,70.4,82.2,61.2,28.6,43.3,63.0,33.8,18.5,23.1,28.7,28.6,64.4,76.6,79.2,60.7,41.9,45.8,42.0,45.5,,,
232,bowl of salad,Salatschüssel,1,1,2,2,2.6,0.4,4,32,30,100,2.6,0.4,4,32,0.374782551,0.401380269,0.223837179,0.498714815,76.54237778,70.3277359,0.149407407,0.299584859,17.23819351,98.2,98.0,58.3,24.9,32.5,53.2,28.1,100.0,96.3,100.0,98.7,97.3,97.2,100.0,100.0,49.5,60.0,65.8,64.8,25.7,29.5,16.8,16.4,33.5,31.5,27.0,36.7,47.9,54.7,50.3,60.4,29.4,34.3,18.0,15.7,,,
233,tomatoes,Tomaten,1,1,3,2,0.9,0.2,2.47,16,5,650,5.85,1.3,16.055,104,0.662751824,0.221873273,0.115374904,0.2822,45.25688148,52.38651657,0.072537037,0.257041237,15.31249619,100.0,99.4,69.3,33.3,30.9,69.4,36.7,100.0,100.0,100.0,100.0,97.8,100.0,100.0,100.0,69.1,70.2,69.0,68.4,41.9,31.3,30.6,28.4,22.5,35.5,32.9,31.9,63.0,75.5,73.2,65.6,37.4,35.3,59.8,30.1,,,
234,strawberries,Erdbeeren,1,1,1,1,0.78,0.39,5.33,31,3,30,0.234,0.117,1.599,9.3,0.5954295,0.248273741,0.156296759,0.315848148,49.84619259,53.3975563,0.057814815,0.183046236,16.01185226,99.7,99.7,75.2,53.3,28.9,79.2,63.5,98.9,100.0,100.0,100.0,98.9,100.0,100.0,100.0,66.7,75.7,78.8,86.9,50.4,51.2,69.0,55.0,31.6,25.9,18.3,40.5,74.2,78.8,83.0,87.3,62.6,61.9,59.0,73.5,,,
235,blood oranges,Blutorangen,1,1,,1,0.72,0.14,6.62,36,4,640,4.608,0.896,42.368,230.4,0.576189446,0.292557019,0.131253534,0.314285185,41.32764444,50.22819901,0.059,0.187727589,15.75363159,99.1,98.5,59.7,32.6,29.5,63.9,37.2,96.7,100.0,100.0,100.0,94.2,100.0,100.0,100.0,53.2,57.7,74.7,67.9,27.7,26.1,78.0,36.8,33.1,27.6,33.3,27.6,57.8,64.0,72.0,69.1,36.0,33.0,62.3,38.9,,,
236,bowl of rice,Reisschale,1,2,,,7,0.2,78,349,1,50,3.5,0.1,39,174.5,0.402122145,0.303561229,0.294316626,0.282659259,34.84954444,71.30185699,0.084259259,0.298094814,15.84105968,97.4,99.8,57.9,25.1,21.9,54.6,31.0,92.9,100.0,100.0,98.1,100.0,100.0,100.0,99.0,62.3,57.3,56.5,53.4,25.8,28.7,21.0,18.3,15.2,25.1,33.0,22.8,53.8,59.5,43.5,48.7,35.3,34.4,39.5,17.0,,,
237,curd with chives,Frühlingsquark,1,2,2,,8.9,10,3.8,143,2,350,31.15,35,13.3,500.5,0.37366458,0.352325178,0.274010242,0.186166667,11.50515185,52.73828125,0.063333333,0.340196956,16.26560211,81.4,83.4,56.0,34.8,41.4,57.2,33.4,86.5,66.3,100.0,98.3,83.3,71.8,100.0,100.0,51.8,53.0,60.5,65.3,40.9,30.4,28.9,38.6,47.5,40.2,30.5,41.0,49.6,58.7,54.4,64.7,38.9,32.1,21.9,34.2,,,
238,apples,Äpfel,1,1,1,1,0.31,0.4,11.4,52,3,450,1.395,1.8,51.3,234,0.498283393,0.411408991,0.090307616,0.201007407,26.51351481,45.75836563,0.040185185,0.199918927,14.61466026,100.0,100.0,63.7,38.3,28.0,68.7,44.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.7,56.8,82.5,74.7,20.9,42.4,61.8,41.8,26.7,29.2,19.2,30.6,54.9,69.7,86.5,77.9,42.9,42.3,77.0,37.7,,,
239,"paprika peppers (red, yellow, orange)",Paprika bunt,1,1,2,2,1.22,0.37,4.87,29,3,600,7.32,2.22,29.22,174,0.548763656,0.330047985,0.121188359,0.283007407,32.83874444,48.74540329,0.056574074,0.199903157,15.07666492,100.0,99.2,59.0,33.6,31.7,59.7,31.2,100.0,100.0,100.0,100.0,97.8,100.0,100.0,100.0,54.5,60.4,52.8,65.5,32.6,35.3,20.5,34.9,21.5,36.7,38.3,37.2,51.2,63.5,52.3,68.7,28.6,35.7,21.5,27.7,,,
240,crisp bread with cottage cheese,Knäckebrot mit Aufstrich,1,2,2,,8,1,25.5,150,5,30,2.4,0.3,7.65,45,0.412179019,0.367364472,0.220456509,0.270559259,26.97434815,54.27924728,0.102333333,0.378228909,15.62888813,71.8,78.5,62.9,37.5,53.2,59.0,36.7,58.3,72.9,50.0,88.0,56.0,85.4,50.0,93.5,54.7,62.7,68.5,70.3,39.7,40.7,18.0,33.2,53.3,56.0,80.5,41.3,57.1,65.5,0.5,60.8,37.5,40.1,1.5,36.7,,,
241,pears,Birnen,1,1,1,1,0.47,0.28,11.53,49,2,300,1.41,0.84,34.59,147,0.487258686,0.34202218,0.170719134,0.180433333,17.73171111,65.34106445,0.030555556,0.169345403,15.13736248,97.2,95.0,60.4,34.7,26.2,62.5,41.1,96.2,98.6,100.0,96.2,96.2,98.6,100.0,88.5,57.0,55.8,90.0,67.9,32.4,30.5,90.0,38.6,22.2,25.6,48.0,29.3,62.8,55.7,89.0,69.6,43.8,36.7,89.0,41.0,,,
242,"veggie mix: cucumber, tomato, peppers...","Gemüsemix: Gurke, Tomate, Paprika, Karotte",1,1,3,2,0.57,0.2,3.02,17.8,7,670,3.819,1.34,20.234,119.26,0.449543586,0.376984805,0.173471609,0.332903704,37.47572963,60.36448288,0.124351852,0.373537003,16.38066292,99.6,100.0,71.7,37.9,47.5,72.7,44.0,98.8,100.0,200.0,100.0,100.0,100.0,200.0,100.0,63.5,71.9,,82.0,37.5,37.5,,39.1,35.1,49.5,,59.8,66.0,69.1,,87.3,41.9,46.2,,43.1,,,
243,strawberries,Erdbeeren,1,1,1,1,0.78,0.39,5.33,31,11,110,0.858,0.429,5.863,34.1,0.568194598,0.267183474,0.164621928,0.360451852,48.19661111,64.60137939,0.112333333,0.311645877,16.80450058,99.2,99.7,74.5,49.9,32.3,80.6,63.3,97.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,71.3,75.6,70.0,77.5,55.7,45.2,44.0,53.4,25.0,34.5,26.5,38.4,74.3,84.6,71.0,84.0,57.7,66.4,67.3,62.4,,,
244,rice waffles,Reiswaffeln,1,2,3,,7.7,3.8,79.8,380,10,66.7,5.1359,2.5346,53.2266,253.46,0.386876878,0.335310792,0.27781233,0.243740741,16.57504074,39.10594177,0.123425926,0.506382009,16.19702911,95.7,96.9,45.2,22.1,29.0,34.5,18.3,89.2,96.5,100.0,100.0,90.2,98.5,100.0,100.0,45.5,40.3,49.0,53.0,28.9,17.8,13.0,24.2,31.6,21.8,22.0,39.9,44.3,27.6,32.0,37.6,24.5,14.0,17.5,20.2,,,
245,oranges,Orangen,1,1,,1,0.72,0.14,6.62,34,3.5,560,4.032,0.784,37.072,190.4,0.52942537,0.362349642,0.108224988,0.366040741,38.80604074,40.43721771,0.053962963,0.147423379,15.11186409,100.0,100.3,69.0,39.1,26.1,71.3,45.5,100.0,100.0,100.0,100.0,100.0,100.6,100.0,100.0,65.3,68.4,98.0,68.4,41.8,36.3,83.0,31.2,21.2,26.6,46.5,26.4,70.0,69.9,99.0,69.4,57.5,44.9,56.0,27.8,,,
246,red paprika peppers,Paprika rot,1,1,2,2,1.3,0.5,6.4,37,3,500,6.5,2.5,32,185,0.622617006,0.247240634,0.13014236,0.342711111,52.18783333,51.85557556,0.075314815,0.219761812,14.82742882,99.9,100.0,62.1,35.2,29.4,60.8,36.5,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,63.0,62.6,53.3,62.6,32.8,39.7,44.0,28.3,26.9,29.1,33.2,31.6,57.9,62.9,47.3,64.3,42.2,38.9,33.3,26.6,,,
247,green paprika peppers,Paprika grün,1,1,2,2,1.17,0.3,2.91,20,1.5,250,2.925,0.75,7.275,50,0.338128919,0.442954662,0.218916419,0.252411111,41.2253037,73.1059494,0.05862963,0.232278323,15.38287163,99.9,99.4,54.1,31.2,26.4,50.6,32.9,100.0,99.8,100.0,100.0,97.9,100.0,100.0,100.0,47.5,59.3,71.5,46.3,29.4,34.8,52.5,19.1,23.3,27.7,10.0,31.9,36.9,62.0,61.0,38.7,28.7,34.3,68.0,26.7,,,
248,blueberries,Heidelbeeren,1,1,1,1,0.6,0.6,7.3,41,60,60,0.36,0.36,4.38,24.6,0.309264173,0.319224018,0.37151181,0.232288889,30.31235185,75.46205902,0.069222222,0.298000574,15.73718834,99.5,98.8,64.9,37.3,29.3,68.9,39.4,98.1,100.0,100.0,100.0,96.8,99.7,100.0,99.1,62.7,66.4,62.2,65.7,43.7,36.8,34.3,31.4,26.4,25.9,36.7,36.7,64.4,71.3,70.0,69.6,49.0,41.4,16.2,30.9,,,
249,cauliflower,Blumenkohl,1,1,2,2,1.52,0.17,1.45,14,1,1900,28.88,3.23,27.55,266,0.380063618,0.403038129,0.216898254,0.275848148,28.35162222,51.43167496,0.085462963,0.309818875,15.56323051,96.3,98.6,58.1,22.6,33.4,54.7,29.3,96.7,93.1,100.0,100.0,95.0,100.0,100.0,100.0,48.3,61.3,67.0,61.6,19.2,20.5,70.0,24.1,26.1,37.9,30.0,34.2,39.8,62.2,73.0,56.4,21.9,34.5,73.0,25.0,,,
250,broccoli,Brokkoli,1,1,,2,2.15,0.13,1.63,17,1,500,10.75,0.65,8.15,85,0.335135519,0.442017435,0.222847046,0.195918519,27.29518519,61.34512711,0.069185185,0.353132444,16.8100338,100.0,100.0,64.5,29.4,28.1,61.5,35.7,100.0,100.0,200.0,100.0,100.0,100.0,200.0,100.0,51.9,69.3,,76.1,29.2,24.9,,44.1,22.8,28.8,,37.0,54.6,60.8,,78.4,34.6,30.9,,53.0,,,
251,chinese cabbage,Chinakohl,1,1,2,2,0.93,0.23,0.93,11,1,1300,12.09,2.99,12.09,143,0.387010195,0.42418341,0.188806396,0.273037037,27.56701852,42.23326492,0.095425926,0.349498101,15.39233494,93.0,95.6,56.1,21.7,21.5,51.9,26.4,94.5,88.6,100.0,100.0,94.5,94.1,100.0,100.0,45.9,54.6,79.5,69.1,21.0,21.8,1.5,28.5,15.8,25.7,8.5,23.2,37.8,53.0,83.0,62.4,25.2,28.0,3.5,30.4,,,
252,lettuce (iceberg),Eisbergsalat,1,1,2,2,0.8,0.16,1.26,11,1,300,2.4,0.48,3.78,33,0.373643531,0.405026057,0.221330412,0.234207407,20.78697778,39.14542007,0.064944444,0.277294579,15.74697876,98.8,99.2,55.7,24.1,24.9,51.5,29.7,96.2,100.0,100.0,100.0,97.6,100.0,100.0,100.0,51.4,60.4,34.2,57.0,28.9,23.3,24.8,17.9,21.4,25.5,56.8,22.3,54.6,50.7,23.8,54.8,38.3,29.5,15.8,19.8,,,
253,pickles,Essiggurken,1,2,2,2,0.64,0.18,1.82,16,5,225,1.44,0.405,4.095,36,0.359045291,0.478141499,0.16281321,0.265933333,31.71875926,57.578228,0.052166667,0.196164452,16.06841087,96.4,98.5,55.8,31.6,25.4,56.2,31.4,89.3,98.8,100.0,100.0,96.4,98.8,100.0,100.0,50.9,60.8,60.0,52.3,28.7,35.4,41.8,25.5,21.5,29.2,33.8,21.0,49.3,58.6,65.6,57.5,34.4,32.7,46.0,19.9,,,
254,figs,Feigen,1,1,1,1,1.29,0.49,12.77,62,2,120,1.548,0.588,15.324,74.4,0.586809951,0.222155091,0.191034958,0.198825926,33.04447778,63.15302277,0.040759259,0.204999721,16.08349991,83.9,85.8,55.6,30.1,35.4,52.0,33.5,73.2,80.9,100.0,97.5,78.1,81.0,100.0,100.0,43.6,55.0,60.3,74.3,30.4,22.3,26.8,50.2,29.2,35.3,38.5,44.4,38.0,48.4,63.5,76.3,23.9,28.6,32.7,62.7,,,
255,pomegranate,Granatapfel,1,1,1,1,0.24,0.21,5.84,27,1.25,150,0.36,0.315,8.76,40.5,0.637816569,0.212211911,0.14997152,0.151025926,21.1227,55.11570358,0.031351852,0.207592515,15.90564632,83.7,86.8,57.3,35.3,38.1,54.2,35.1,66.3,81.7,100.0,93.8,64.2,89.1,100.0,93.8,48.1,54.5,67.0,65.7,38.3,33.9,39.3,32.5,33.3,39.9,42.3,35.5,50.0,53.8,56.5,57.6,41.6,35.2,34.0,29.2,,,
256,grapefruit,Grapefruit,1,1,,1,0.4,0.1,5.91,33,2,500,2,0.5,29.55,165,0.6480899,0.247316225,0.104593875,0.34182963,40.20598889,55.42823029,0.068888889,0.201529894,16.06232262,100.0,99.8,54.3,32.8,31.4,54.1,33.6,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,53.3,50.0,42.7,68.6,32.9,28.7,31.0,42.0,29.3,27.3,39.7,40.7,51.0,53.3,42.0,65.1,36.5,31.2,20.7,38.3,,,
257,lettuce (lollo rosso),Salat LolloRosso,1,1,2,2,0.8,0.2,1.3,21,1,300,2.4,0.6,3.9,63,0.511291471,0.250540728,0.238167801,0.29752963,50.29282963,54.7424202,0.090777778,0.305105,17.16057396,91.2,96.2,56.9,30.4,34.1,51.0,30.9,90.1,90.1,100.0,90.0,93.6,95.1,100.0,100.0,51.0,51.5,58.9,75.8,34.8,24.0,31.2,38.9,27.8,34.3,48.3,33.5,46.2,43.4,66.3,65.6,34.8,20.4,41.0,44.3,,,
258,radishes,Radieschen,1,1,,2,0.66,0.09,1.34,9,3.5,60,0.396,0.054,0.804,5.4,0.408984196,0.358857718,0.232158085,0.184966667,17.07101111,64.79167175,0.070796296,0.382751647,15.70617771,100.0,97.6,56.6,28.9,28.6,54.1,32.0,100.0,100.0,100.0,100.0,88.9,100.0,100.0,100.0,51.3,56.5,76.9,55.3,22.0,34.4,39.2,21.0,22.7,32.1,49.3,20.8,50.0,55.1,71.2,50.8,28.4,33.2,39.2,30.7,,,
259,red cabbage,Rotkraut,1,1,,2,1.17,0.14,2.76,18,1,1600,18.72,2.24,44.16,288,0.453021107,0.221877335,0.325101558,0.45387037,53.72422593,81.48445892,0.183722222,0.404790077,18.26116371,95.2,99.5,51.7,26.1,36.6,49.0,22.2,92.3,98.0,100.0,92.4,100.0,98.8,100.0,100.0,40.0,55.5,59.3,60.2,21.0,28.0,34.4,27.3,34.2,38.1,49.1,32.7,37.4,53.5,59.0,54.9,22.8,24.1,16.6,19.5,,,
260,asparagus,Spargel,1,1,,2,1.33,0.1,1.43,12,3,150,1.995,0.15,2.145,18,0.46281015,0.408755441,0.128434409,0.156544444,26.7413,69.07086182,0.054277778,0.346724395,15.54876995,99.0,99.7,50.5,25.7,27.2,51.5,22.0,97.7,100.0,100.0,98.4,100.0,100.0,100.0,98.4,56.1,44.7,39.3,58.8,34.8,21.9,19.3,24.2,25.5,22.7,36.7,35.4,51.4,55.9,20.7,52.9,31.6,20.7,9.0,17.2,,,
261,soybean sprouts,Sojasprossen,1,,,2,5.3,1.2,4.68,52,60,80,4.24,0.96,3.744,41.6,0.375067381,0.346901474,0.278031145,0.284266667,12.85755556,26.06051064,0.135462963,0.476534813,15.14564228,88.8,93.7,50.5,23.7,25.6,46.5,23.4,77.8,93.8,100.0,90.2,82.4,99.8,93.8,100.0,52.6,46.2,56.6,53.8,21.2,23.8,32.1,22.5,22.2,25.7,23.1,33.6,45.7,44.3,49.6,52.1,24.1,25.2,26.3,15.1,,,
262,celery,Staudensellerie,1,1,,2,0.76,0.13,1.37,11,1,300,2.28,0.39,4.11,33,0.356379057,0.438418854,0.205202088,0.254296296,24.85983704,50.61004257,0.100592593,0.395572386,15.5462532,93.6,89.1,49.6,26.3,31.1,39.0,21.6,94.2,94.8,75.0,98.8,89.5,88.3,75.0,97.5,43.4,54.8,62.6,41.2,27.0,25.4,24.0,28.7,26.3,38.6,29.9,21.6,36.7,42.3,28.3,40.3,24.6,25.0,5.8,15.6,,,
263,mushrooms (brown),Champignons braun,1,1,2,2,2.19,0.19,0.45,12,8,118,2.5842,0.2242,0.531,14.16,0.480226543,0.31691518,0.202858277,0.256874074,31.66268889,55.71479416,0.081518519,0.317348175,15.82611752,99.4,100.0,56.3,25.9,27.6,54.3,24.8,100.0,98.6,100.0,100.0,100.0,100.0,100.0,100.0,48.8,52.9,49.8,80.0,23.6,25.2,22.7,33.1,26.4,26.6,29.4,30.9,43.1,52.8,52.7,75.6,25.2,23.5,26.2,26.5,,,
264,mushrooms (white),Champignons weiß,1,1,2,2,2.19,0.19,0.45,12,2,33.3,0.72927,0.06327,0.14985,3.996,0.370218976,0.337931849,0.291849175,0.155266667,4.94227037,22.93186951,0.043240741,0.278493392,15.12426567,98.0,99.8,54.8,29.4,24.3,55.6,27.5,92.3,100.0,100.0,100.0,99.2,100.0,100.0,100.0,43.8,62.9,63.8,51.2,29.0,29.1,33.0,29.5,17.6,24.8,25.5,30.0,43.8,66.9,57.2,49.5,23.9,27.6,28.0,31.0,,,
265,zucchini,Zucchini,1,1,2,2,1.36,0.34,1.74,16,1.1,130,1.768,0.442,2.262,20.8,0.366493309,0.377660085,0.255846606,0.188692593,21.89114444,67.56866455,0.035388889,0.187547844,16.20338821,99.9,100.0,61.4,30.4,28.7,57.9,31.6,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,62.2,59.5,59.8,67.0,32.5,25.6,35.8,38.3,33.0,27.8,12.8,35.5,54.4,58.8,56.0,62.3,39.6,24.5,37.5,36.4,,,
266,green onion (shallot),Fruehlingszwiebeln,1,1,2,2,0.9,0.3,8.5,42,3,105,0.945,0.315,8.925,44.1,0.365519907,0.39098867,0.243491423,0.1937,18.76265556,53.98356628,0.070574074,0.364347311,13.73697948,98.3,94.8,53.8,26.1,28.5,50.0,16.2,100.0,96.1,100.0,100.0,95.8,95.8,100.0,90.9,52.4,49.4,69.0,60.1,33.2,21.5,29.5,25.9,34.6,22.7,23.5,32.8,47.9,45.5,77.0,55.2,19.3,15.0,4.3,17.1,,,
